;;;;;;Shot;BP;BP3rd;BPBox;Goal;Cross;PassBox;Pass3rd;Corner;TackWon;Danger;OutpOpp;Shot_diff;BP_diff;BP3rd_diff;BPBox_diff;Goal_diff;Cross_diff;PassBox_diff;Pass3rd_diff;Corner_diff;TackWon_diff;Danger_diff;OutpOpp_diff;EntrBox;Entr3rd;EntrBox_diff;Entr3rd_diff
1;Team_1;Team_2;59004;59128;349;0;77;77;3;0;0;1;1;0;0;10;0;0;77;77;3;0;0;1;1;0;0;10;0;1;0;0;1
1;Team_1;Team_2;59129;59253;350;0;65;55;0;0;0;0;1;0;0;0;0;0;55;55;0;0;0;0;1;0;0;0;0;0;0;0;0
1;Team_1;Team_2;59254;59378;351;0;87;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;59379;59503;352;0;66;0;0;0;0;0;0;0;0;0;9;0;66;0;0;0;0;0;0;0;0;0;9;0;0;0;0
1;Team_1;Team_2;59504;59628;353;0;17;17;2;0;0;0;0;0;0;1,969488404;0;0;-43;17;2;0;0;0;0;0;0;1,969488404;0;1;1;1;1
1;Team_1;Team_2;59629;59753;354;0;0;0;0;0;0;0;0;0;0;0;0;0;-91;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;59754;59878;355;0;6;0;0;0;0;0;0;0;0;0;0;0;-45;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;59879;60003;356;0;74;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;60004;60128;357;0;87;0;0;0;0;0;0;0;2;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;60129;60540;358;0;1;0;0;0;0;0;0;0;0;0;0;0;-87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;60541;60688;359;0;0;0;0;0;0;0;0;0;1;0;0;0;-102;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;60689;60813;360;0;67;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;60814;60938;361;0;72;0;0;0;0;0;0;0;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;60939;61063;362;0;77;0;0;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;61064;61188;363;0;89;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;61189;61910;364;0;53;16;10;0;0;0;0;0;0;1,101634025;7;0;48;16;10;0;0;0;0;0;0;1,101634025;0;1;1;1;1
1;Team_1;Team_2;61911;62035;365;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;0;0;0;0;0;0;0;0;0;0;-1;0
1;Team_1;Team_2;62036;62160;366;0;79;0;0;0;0;0;0;0;0;0;0;0;71;-8;0;0;0;0;0;0;0;-0,785565412;0;0;0;0;0
1;Team_1;Team_2;62161;62285;367;0;112;0;0;0;0;0;0;0;0;0;2;0;112;0;0;0;0;0;0;0;0;0;2;0;0;0;0
1;Team_1;Team_2;62286;62410;368;0;114;114;0;0;0;0;0;0;1;0;0;0;114;114;0;0;0;0;0;0;0;0;0;0;1;1;0
1;Team_1;Team_2;62411;62535;369;0;30;30;0;0;0;0;0;0;0;0,960145487;0;0;5;30;0;0;0;0;0;0;0;0,960145487;0;0;0;0;0
1;Team_1;Team_2;62536;62660;370;0;0;0;0;0;0;0;0;0;0;0;0;0;-84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;62661;62877;371;0;47;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;62878;63002;372;0;110;0;0;0;0;0;0;0;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;63003;63127;373;0;80;64;21;0;0;0;0;0;0;0;8;0;80;64;21;0;0;0;0;0;0;0;8;1;1;1;1
1;Team_1;Team_2;63128;63966;374;1;12;12;9;0;1;0;0;1;0;1,768731224;0;1;8;12;9;0;1;0;0;1;0;1,768731224;0;0;0;0;0
1;Team_1;Team_2;63967;64091;375;0;0;0;0;0;0;0;0;0;0;0;0;0;-92;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;64092;64784;376;0;21;0;0;0;0;0;0;0;1;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;64785;64909;377;0;97;0;0;0;0;0;0;0;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;64910;65034;378;0;102;0;0;0;0;0;0;0;0;0;0;0;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;65035;65159;379;0;83;0;0;0;0;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;65160;65284;380;0;87;31;0;0;0;0;1;0;0;0;5;0;87;31;0;0;0;0;1;0;0;0;5;0;1;1;0
1;Team_1;Team_2;65285;65409;381;0;67;67;0;0;0;0;1;0;1;0;0;0;67;67;0;0;0;0;1;0;0;0;0;0;0;0;0
1;Team_1;Team_2;65410;69219;382;0;14;14;6;0;1;0;1;0;0;10;0;0;10;14;6;0;1;0;1;0;0;10;0;1;0;0;1
1;Team_1;Team_2;69220;69344;383;0;0;0;0;0;0;0;0;0;0;0;0;0;-62;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;69345;69469;384;0;0;0;0;0;0;0;0;0;0;0;0;0;-75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;69470;69594;385;0;0;0;0;0;0;0;0;0;0;0;0;0;-21;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;69595;69719;386;0;0;0;0;0;0;0;0;0;1;0;0;0;-9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;69720;69844;387;0;50;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;69845;69969;388;0;28;0;0;0;0;0;0;0;0;0;0;0;-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;69970;70094;389;0;11;0;0;0;0;0;0;0;0;0;0;0;-48;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;70095;70219;390;0;0;0;0;0;0;0;0;0;0;0;0;0;-93;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;70220;70344;391;0;57;0;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;70345;70469;392;0;104;0;0;0;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;70470;70594;393;0;105;6;0;0;0;0;0;0;0;0;0;0;105;6;0;0;0;0;0;0;0;0;0;0;1;1;0
1;Team_1;Team_2;70595;70719;394;0;56;45;0;0;0;0;1;0;0;0,988216854;3;0;56;45;0;0;0;0;1;0;0;0,988216854;3;0;0;0;0
1;Team_1;Team_2;70720;70844;395;0;94;11;0;0;0;0;1;0;0;0;0;0;94;11;0;0;0;0;1;0;0;0;0;0;0;0;0
1;Team_1;Team_2;70845;70969;396;0;79;0;0;0;0;0;0;0;0;0;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;70970;71094;397;0;75;23;0;0;0;0;1;0;0;0;1;0;75;23;0;0;0;0;1;0;0;0;1;0;1;1;0
1;Team_1;Team_2;71095;71219;398;0;111;111;0;0;0;0;1;0;1;0;0;0;111;111;0;0;0;0;1;0;0;0;0;0;0;0;0
1;Team_1;Team_2;71220;71344;399;0;81;81;0;0;1;0;2;0;0;0;3;0;81;81;0;0;1;0;2;0;0;0;3;0;0;0;0
1;Team_1;Team_2;71345;90007;400;0;3;3;3;0;0;0;0;0;0;6,869554329;0;0;-10;3;3;0;0;0;0;0;0;6,869554329;0;1;0;0;1
1;Team_1;Team_2;90008;90132;401;0;0;0;0;0;0;0;0;0;0;0;0;0;-71;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;90133;90257;402;0;0;0;0;0;0;0;0;0;0;0;0;0;-52;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;90258;90382;403;0;39;8;0;0;0;0;0;0;1;0,389027765;3;0;17;8;0;0;0;0;0;0;0;0,389027765;3;0;1;1;0
1;Team_1;Team_2;90383;90507;404;0;85;42;0;0;0;0;1;0;0;0;0;0;85;42;0;0;0;0;1;0;0;0;0;0;0;0;0
1;Team_1;Team_2;90508;90632;405;0;90;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;90633;90757;406;0;96;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;90758;90882;407;0;88;1;0;0;0;0;0;0;0;0;4;0;88;1;0;0;0;0;0;0;0;0;4;0;1;1;0
1;Team_1;Team_2;90883;91007;408;0;23;23;0;0;0;0;1;0;0;0,727115589;1;0;-26;23;0;0;0;0;1;0;0;0,727115589;1;0;0;0;0
1;Team_1;Team_2;91008;91724;409;0;2;0;0;0;0;0;0;0;0;0;0;0;-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;91725;91849;410;0;18;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;91850;91974;411;0;0;0;0;0;0;0;0;0;0;0;0;0;-39;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;91975;92099;412;0;77;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;92100;92224;413;0;85;38;0;0;0;0;0;0;2;0;1;0;85;38;0;0;0;0;0;0;0;0;1;0;1;1;0
1;Team_1;Team_2;92225;92349;414;0;70;70;0;0;0;0;1;0;0;2,046041604;1;0;44;70;0;0;0;0;1;0;0;2,046041604;1;0;0;0;0
1;Team_1;Team_2;92350;93247;415;0;24;24;24;0;0;0;0;0;1;0,831734766;0;0;-41;24;24;0;0;0;0;0;0;0,831734766;0;1;0;0;1
1;Team_1;Team_2;93248;93372;416;0;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;93373;93497;417;0;0;0;0;0;0;0;0;0;0;0;0;0;-36;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;93498;93622;418;0;0;0;0;0;0;0;0;0;0;0;0;0;-50;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;93623;93747;419;0;15;0;0;0;0;0;0;0;0;0;0;0;-29;-14;0;0;0;0;0;0;0;-0,631703777;-8;0;0;-1;0
1;Team_1;Team_2;93748;93872;420;0;75;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;93873;93997;421;0;40;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;93998;94122;422;0;81;0;0;0;0;0;0;0;0;0;0;0;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;94123;94247;423;0;63;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;94248;94372;424;0;23;0;0;0;0;0;0;0;0;0;0;0;-21;-37;0;0;0;0;0;0;0;-0,39707707;-1;0;0;-1;0
1;Team_1;Team_2;94373;94497;425;0;66;0;0;0;0;0;0;0;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;94498;94622;426;0;83;0;0;0;0;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;94623;94747;427;0;71;38;0;0;0;0;0;0;0;0;5;0;71;38;0;0;0;0;0;0;0;0;5;0;1;1;0
1;Team_1;Team_2;94748;96398;428;1;14;14;6;1;0;0;1;0;0;9,397377702;0;1;-22;14;6;1;0;0;1;0;0;9,397377702;0;1;0;0;1
1;Team_1;Team_2;96399;96523;429;0;0;0;0;0;0;0;0;0;0;0;0;0;-61;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;96524;96648;430;0;0;0;0;0;0;0;0;0;0;0;0;0;-32;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;96649;96773;431;0;0;0;0;0;0;0;0;0;0;0;0;0;-88;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;96774;96898;432;0;0;0;0;0;0;0;0;0;0;0;0;0;-71;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;96899;97608;433;0;0;0;0;0;0;0;0;0;1;0;0;0;-44;-44;-27;0;-1;0;-1;-1;0;-2,852246094;0;0;0;-1;-1
1;Team_1;Team_2;97609;97733;434;0;0;0;0;0;0;0;0;0;0;0;0;0;-68;-68;0;0;0;0;0;0;0;-2,459081444;0;0;0;0;0
1;Team_1;Team_2;97734;97858;435;0;0;0;0;0;0;0;0;0;0;0;0;0;-53;-10;0;0;0;0;-1;0;0;0;0;0;0;0;0
1;Team_1;Team_2;97859;97983;436;0;0;0;0;0;0;0;0;0;0;0;0;0;-75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;97984;98108;437;0;0;0;0;0;0;0;0;0;0;0;0;0;-89;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;98109;98233;438;0;0;0;0;0;0;0;0;0;0;0;0;0;-97;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;98234;98358;439;0;22;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;98359;98738;440;0;9;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;98739;98863;441;0;0;0;0;0;0;0;0;0;0;0;0;0;-75;-29;0;0;0;0;-1;0;0;0;-1;0;0;-1;0
1;Team_1;Team_2;98864;98988;442;0;46;0;0;0;0;0;0;0;0;0;0;0;16;-23;0;0;0;0;-1;0;0;-1,13915208;-4;0;0;0;0
1;Team_1;Team_2;98989;99113;443;0;87;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;99114;99238;444;0;42;2;0;0;0;0;0;0;0;0;3;0;42;2;0;0;0;0;0;0;0;0;3;0;1;1;0
1;Team_1;Team_2;99239;99363;445;0;125;125;0;0;0;0;0;0;0;0;0;0;125;125;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;99364;99488;446;0;70;70;0;0;1;0;0;0;0;1,442581177;0;0;42;70;0;0;1;0;0;0;0;1,442581177;0;0;0;0;0
1;Team_1;Team_2;99489;99613;447;0;0;0;0;0;0;0;0;0;0;0;0;0;-76;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;99614;99738;448;0;75;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;99739;99863;449;0;75;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;99864;99988;450;0;88;0;0;0;0;0;0;0;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;99989;100113;451;0;90;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;100114;100238;452;0;61;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;100239;100363;453;0;90;0;0;0;0;0;0;0;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;100364;100488;454;0;104;0;0;0;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;100489;100613;455;0;85;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;100614;100738;456;0;82;0;0;0;0;0;0;0;0;0;4;0;82;0;0;0;0;0;0;0;0;0;4;0;0;0;0
1;Team_1;Team_2;100739;100863;457;0;26;26;0;0;0;0;1;0;0;1,183942208;1;0;14;26;0;0;0;0;1;0;0;1,183942208;1;0;1;1;0
1;Team_1;Team_2;100864;100988;458;0;13;13;0;0;0;0;0;0;0;0;0;0;-5;13;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;100989;101113;459;0;0;0;0;0;0;0;0;0;1;0;0;0;-42;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;101114;101238;460;0;0;0;0;0;0;0;0;0;0;0;0;0;-70;-48;-1;0;-1;0;0;0;0;-0,734960347;-3;0;0;-1;-1
1;Team_1;Team_2;101239;101951;461;0;19;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;101952;102076;462;0;13;0;0;0;0;0;0;0;0;0;0;0;-13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;102077;102201;463;0;0;0;0;0;0;0;0;0;0;0;0;0;-46;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;102202;102326;464;0;0;0;0;0;0;0;0;0;0;0;0;0;-91;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;102327;102451;465;0;0;0;0;0;0;0;0;0;0;0;0;0;-86;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;102452;102576;466;0;0;0;0;0;0;0;0;0;0;0;0;0;-95;-22;0;0;0;0;0;0;0;0;-4;0;0;-1;0
1;Team_1;Team_2;102577;102890;467;0;8;0;0;0;0;0;0;0;0;0;0;0;-15;-18;0;0;0;0;0;0;0;-0,355705459;0;0;0;0;0
1;Team_1;Team_2;102891;103015;468;0;0;0;0;0;0;0;0;0;0;0;0;0;-60;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;103016;103140;469;0;0;0;0;0;0;0;0;0;0;0;0;0;-108;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;103141;103265;470;0;0;0;0;0;0;0;0;0;0;0;0;0;-65;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;103266;103390;471;0;0;0;0;0;0;0;0;0;0;0;0;0;-68;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;103391;103515;472;0;40;0;0;0;0;0;0;0;0;0;0;0;-1;-23;0;0;0;0;-1;0;0;-0,954219168;0;0;0;-1;0
1;Team_1;Team_2;103516;103640;473;0;103;0;0;0;0;0;0;0;0;0;4;0;103;0;0;0;0;0;0;0;0;0;4;0;0;0;0
1;Team_1;Team_2;103641;104339;474;1;62;62;26;0;0;0;0;0;1;1,808170722;0;1;55;62;26;0;0;0;0;0;0;1,808170722;0;1;1;1;1
1;Team_1;Team_2;104340;104464;475;0;21;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;104465;104589;476;0;80;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;104590;105426;477;0;36;0;0;0;0;0;0;0;1;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;105427;105551;478;0;53;0;0;0;0;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;105552;105676;479;0;39;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;105677;105801;480;0;0;0;0;0;0;0;0;0;0;0;0;0;-49;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;105802;105926;481;0;20;0;0;0;0;0;0;0;0;0;0;0;-40;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;105927;106299;482;0;0;0;0;0;0;0;0;0;0;0;0;0;-57;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;106300;106424;483;0;26;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;106425;106549;484;0;71;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;106550;106674;485;0;31;0;0;0;0;0;0;0;0;0;0;0;-8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;106675;106799;486;0;117;0;0;0;0;0;0;0;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;106800;106924;487;0;60;13;9;0;0;0;1;0;0;0;3;0;40;13;9;0;0;0;1;0;0;0;3;1;1;1;1
1;Team_1;Team_2;106925;107755;488;1;63;63;63;0;0;1;1;0;0;10;0;1;45;63;63;0;0;1;1;0;0;10;0;0;0;0;0
1;Team_1;Team_2;107756;107880;489;0;0;0;0;0;0;0;0;0;1;0;0;0;-20;-20;0;0;0;0;0;0;0;0;0;0;0;-1;0
1;Team_1;Team_2;107881;108005;490;0;0;0;0;0;0;0;0;0;0;0;0;0;-91;-37;0;0;0;0;0;0;0;-0,563652483;0;0;0;0;0
1;Team_1;Team_2;108006;108130;491;0;0;0;0;0;0;0;0;0;0;0;0;0;-87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;108131;108255;492;0;0;0;0;0;0;0;0;0;0;0;0;0;-81;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;108256;108380;493;0;0;0;0;0;0;0;0;0;0;0;0;0;-71;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;108381;108747;494;0;0;0;0;0;0;0;0;0;0;0;0;0;-87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;108748;108872;495;0;0;0;0;0;0;0;0;0;0;0;0;0;-71;-16;0;0;0;0;0;0;0;0;-2;0;0;-1;0
1;Team_1;Team_2;108873;108997;496;0;0;0;0;0;0;0;0;0;0;0;0;0;-72;-72;0;0;0;0;-3;0;0;0;-2;0;0;0;0
1;Team_1;Team_2;108998;109122;497;0;0;0;0;0;0;0;0;0;0;0;0;0;-107;-107;0;0;0;0;-2;0;0;0;0;0;0;0;0
1;Team_1;Team_2;109123;109247;498;0;38;0;0;0;0;0;0;0;1;0;0;0;-19;-57;0;0;0;0;0;0;0;-4,930915688;0;0;0;0;0
1;Team_1;Team_2;109248;109372;499;0;59;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;109373;109497;500;0;0;0;0;0;0;0;0;0;0;0;0;0;-84;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;109498;110645;501;0;35;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;110646;110770;502;0;16;0;0;0;0;0;0;0;0;0;0;0;-28;-12;0;0;0;0;0;0;0;0;0;0;0;-1;0
1;Team_1;Team_2;110771;110895;503;0;0;0;0;0;0;0;0;0;0;0;0;0;-109;-12;0;0;0;0;0;0;0;-0,448462769;-2;0;0;0;0
1;Team_1;Team_2;110896;111020;504;0;10;0;0;0;0;0;0;0;0;0;0;0;-58;-68;0;0;0;0;-2;0;0;-0,983583707;-1;0;0;0;0
1;Team_1;Team_2;111021;111145;505;0;103;0;0;0;0;0;0;0;0;0;0;0;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;111146;111270;506;0;70;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;111271;111395;507;0;109;0;0;0;0;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;111396;111970;508;1;27;0;0;0;0;0;0;0;0;0;0;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;111971;112095;509;0;9;0;0;0;0;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;112096;112220;510;0;89;0;0;0;0;0;0;0;1;0;0;0;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;112221;112345;511;0;125;0;0;0;0;0;0;0;0;0;0;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;112346;112470;512;0;4;0;0;0;0;0;0;0;1;0;0;0;-55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;112471;112595;513;0;0;0;0;0;0;0;0;0;0;0;0;0;-54;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;112596;112720;514;0;0;0;0;0;0;0;0;0;0;0;0;0;-125;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;112721;112845;515;0;0;0;0;0;0;0;0;0;0;0;0;0;-103;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;112846;112970;516;0;0;0;0;0;0;0;0;0;0;0;0;0;-78;-4;0;0;0;0;-1;0;0;-0,571925113;-4;0;0;-1;0
1;Team_1;Team_2;112971;113095;517;0;14;0;0;0;0;0;0;0;1;0;0;0;-37;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;113096;113220;518;0;23;0;0;0;0;0;0;0;0;0;0;0;-61;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;113221;113345;519;0;0;0;0;0;0;0;0;0;0;0;0;0;-70;-31;0;0;0;0;-1;0;0;-0,30857869;-1;0;0;-1;0
1;Team_1;Team_2;113346;113470;520;0;0;0;0;0;0;0;0;0;0;0;0;0;-87;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;113471;113595;521;0;12;0;0;0;0;0;0;0;1;0;0;0;-15;-24;0;0;0;0;-2;0;0;-1,701954218;-4;0;0;-1;0
1;Team_1;Team_2;113596;113720;522;0;64;0;0;0;0;0;0;0;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;113721;113845;523;0;0;0;0;0;0;0;0;0;0;0;0;0;-24;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;113846;113970;524;0;0;0;0;0;0;0;0;0;0;0;0;0;-82;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;Team_1;Team_2;113971;114095;525;0;0;0;0;0;0;0;0;0;0;0;0;0;-65;0;0;0;0;0;0;0;0;0;0;0;0;0;0
